pmid,title,authors,journal,year,doi,cited_by_count,abstract
37580483,Improving the Efficacy of ACR TI-RADS Through Deep Learning-Based Descriptor Augmentation,"Barinov L, Jairaj A, Middleton WD, D M, Beland, Kirsch J, Filice RW, Reverter JL, Arguelles I, Grant EG.",J Digit Imaging,2023,10.1007/s10278-023-00884-z,0,"Thyroid nodules occur in up to 68% of people, 95% of which are benign. Of the 5% of malignant nodules, many would not result in symptoms or death, yet 600,000 FNAs are still performed annually, with a PPV of 5-7% (up to 30%). Artificial intelligence (AI) systems have the capacity to improve diagnostic accuracy and workflow efficiency when integrated into clinical decision pathways. Previous studies have evaluated AI systems against physicians, whereas we aim to compare the benefits of incorporating AI into their final diagnostic decision. This work analyzed the potential for artificial intelligence (AI)-based decision support systems to improve physician accuracy, variability, and efficiency. The decision support system (DSS) assessed was Koios DS, which provides automated sonographic nodule descriptor predictions and a direct cancer risk assessment aligned to ACR TI-RADS. The study was conducted retrospectively between (08/2020) and (10/2020). The set of cases used included 650 patients (21% male, 79% female) of age 53 ± 15. Fifteen physicians assessed each of the cases in the set, both unassisted and aided by the DSS. The order of the reading condition was randomized, and reading blocks were separated by a period of 4 weeks. The system's impact on reader accuracy was measured by comparing the area under the ROC curve (AUC), sensitivity, and specificity of readers with and without the DSS with FNA as ground truth. The impact on reader variability was evaluated using Pearson's correlation coefficient. The impact on efficiency was determined by comparing the average time per read. There was a statistically significant increase in average AUC of 0.083 [0.066, 0.099] and an increase in sensitivity and specificity of 8.4% [5.4%, 11.3%] and 14% [12.5%, 15.5%], respectively, when aided by Koios DS. The average time per case decreased by 23.6% (p = 0.00017), and the observed Pearson's correlation coefficient increased from r = 0.622 to r = 0.876 when aided by Koios DS. These results indicate that providing physicians with automated clinical decision support significantly improved diagnostic accuracy, as measured by AUC, sensitivity, and specificity, and reduced inter-reader variability and interpretation times."
40457510,Robust multi-coil MRI reconstruction via self-supervised denoising,"Aali A, Arvinte M, Kumar S, Arefeen YI, Tamir JI.",Magn Reson Med,2025,10.1002/mrm.30591,0,"To examine the effect of incorporating self-supervised denoising as a pre-processing step for training deep learning (DL) based reconstruction methods on data corrupted by Gaussian noise. K-space data employed for training are typically multi-coil and inherently noisy. Although DL-based reconstruction methods trained on fully sampled data can enable high reconstruction quality, obtaining large, noise-free datasets is impractical. We leverage Generalized Stein's Unbiased Risk Estimate (GSURE) for denoising. We evaluate two DL-based reconstruction methods: Diffusion Probabilistic Models (DPMs) and Model-Based Deep Learning (MoDL). We evaluate the impact of denoising on the performance of these DL-based methods in solving accelerated multi-coil magnetic resonance imaging (MRI) reconstruction. The experiments were carried out on T2-weighted brain and fat-suppressed proton-density knee scans. We observed that self-supervised denoising enhances the quality and efficiency of MRI reconstructions across various scenarios. Specifically, employing denoised images rather than noisy counterparts when training DL networks results in lower normalized root mean squared error (NRMSE), higher structural similarity index measure (SSIM) and peak signal-to-noise ratio (PSNR) across different SNR levels, including 32, 22, and 12 dB for T2-weighted brain data, and 24, 14, and 4 dB for fat-suppressed knee data. We showed that denoising is an essential pre-processing technique capable of improving the efficacy of DL-based MRI reconstruction methods under diverse conditions. By refining the quality of input data, denoising enables training more effective DL networks, potentially bypassing the need for noise-free reference MRI scans."
37562826,Deep Learning Segmentation of the Nucleus Basalis of Meynert on 3T MRI,"Doss DJ, Johnson GW, Narasimhan S, Shless JS, Jiang JW, González HFJ, Paulo DL, Lucas A, Davis KA, Chang C, Morgan VL, Constantinidis C, Dawant BM, Englot DJ.",AJNR Am J Neuroradiol,2023,10.3174/ajnr.a7950,0,"The nucleus basalis of Meynert is a key subcortical structure that is important in arousal and cognition and has been explored as a deep brain stimulation target but is difficult to study due to its small size, variability among patients, and lack of contrast on 3T MR imaging. Thus, our goal was to establish and evaluate a deep learning network for automatic, accurate, and patient-specific segmentations with 3T MR imaging. Patient-specific segmentations can be produced manually; however, the nucleus basalis of Meynert is difficult to accurately segment on 3T MR imaging, with 7T being preferred. Thus, paired 3T and 7T MR imaging data sets of 21 healthy subjects were obtained. A test data set of 6 subjects was completely withheld. The nucleus was expertly segmented on 7T, providing accurate labels for the paired 3T MR imaging. An external data set of 14 patients with temporal lobe epilepsy was used to test the model on brains with neurologic disorders. A 3D-Unet convolutional neural network was constructed, and a 5-fold cross-validation was performed. The novel segmentation model demonstrated significantly improved Dice coefficients over the standard probabilistic atlas for both healthy subjects (mean, 0.68 [SD, 0.10] versus 0.45 [SD, 0.11], P = .002, t test) and patients (0.64 [SD, 0.10] versus 0.37 [SD, 0.22], P < .001). Additionally, the model demonstrated significantly decreased centroid distance in patients (1.18 [SD, 0.43] mm, 3.09 [SD, 2.56] mm, P = .007). We developed the first model, to our knowledge, for automatic and accurate patient-specific segmentation of the nucleus basalis of Meynert. This model may enable further study into the nucleus, impacting new treatments such as deep brain stimulation."
41678308,Leveraging probabilistic forecasts for dengue preparedness and control: The 2024 Dengue Forecasting Sprint in Brazil,"Araujo EC, Carvalho LM, Ganem F, Vacaro LB, Bastos LS, Freitas LP, de Almeida IF, Bastos M, Alencar R, Bianchi L, Capellán R, Chen X, Cruz O, Cunha A Jr, Das HK, Fletcher C, Lana RM, Lowe R, Lührsen D, Moirano G, Moraga P, Stolerman LM, Valente F, Codeço CT, Coelho FC.",Proc Natl Acad Sci U S A,2026,10.1073/pnas.2508989123,0,"Forecast models are a key decision-support tool for public health authorities in managing epidemics, feeding into early warning systems, scenario evaluations, and an empirical basis for resource allocation. In Brazil, improving dengue forecasting became a priority in response to the unprecedented increase in cases, which surpassed the total of the previous decade and expanded to new regions. The Infodengue-Mosqlimate consortium launched the Infodengue-Mosqlimate Dengue Challenge 2024 (IMDC24), or Dengue Forecast Sprint, bringing together six international teams provided with cases and climate covariates data to generate actionable forecasts for 2024 and 2025 seasons in five diverse Brazilian states, leveraging advanced machine learning and classical statistical models. This paper outlines the structure and findings of the IMDC24. The performance of the models varied between years and locations, and no single model consistently excelled, especially during 2024's unprecedentedly large season. This performance variability highlighted the need for ensemble approaches. The ensemble models developed are presented as the main results of this collaborative development. As intended, the ensemble models have been adopted by Brazilian public health authorities to help with planning and response to the forecasted 2025 dengue epidemics across the country."
32657367,EvoLSTM: context-dependent models of sequence evolution using a sequence-to-sequence LSTM,"Lim D, Blanchette M.",Bioinformatics,2020,10.1093/bioinformatics/btaa447,0,"Accurate probabilistic models of sequence evolution are essential for a wide variety of bioinformatics tasks, including sequence alignment and phylogenetic inference. The ability to realistically simulate sequence evolution is also at the core of many benchmarking strategies. Yet, mutational processes have complex context dependencies that remain poorly modeled and understood. We introduce EvoLSTM, a recurrent neural network-based evolution simulator that captures mutational context dependencies. EvoLSTM uses a sequence-to-sequence long short-term memory model trained to predict mutation probabilities at each position of a given sequence, taking into consideration the 14 flanking nucleotides. EvoLSTM can realistically simulate mammalian and plant DNA sequence evolution and reveals unexpectedly strong long-range context dependencies in mutation probabilities. EvoLSTM brings modern machine-learning approaches to bear on sequence evolution. It will serve as a useful tool to study and simulate complex mutational processes. Code and dataset are available at https://github.com/DongjoonLim/EvoLSTM. Supplementary data are available at Bioinformatics online."
27203553,Parsimonious kernel extreme learning machine in primal via Cholesky factorization,Zhao YP.,Neural Netw,2016,10.1016/j.neunet.2016.04.009,0,"Recently, extreme learning machine (ELM) has become a popular topic in machine learning community. By replacing the so-called ELM feature mappings with the nonlinear mappings induced by kernel functions, two kernel ELMs, i.e., P-KELM and D-KELM, are obtained from primal and dual perspectives, respectively. Unfortunately, both P-KELM and D-KELM possess the dense solutions in direct proportion to the number of training data. To this end, a constructive algorithm for P-KELM (CCP-KELM) is first proposed by virtue of Cholesky factorization, in which the training data incurring the largest reductions on the objective function are recruited as significant vectors. To reduce its training cost further, PCCP-KELM is then obtained with the application of a probabilistic speedup scheme into CCP-KELM. Corresponding to CCP-KELM, a destructive P-KELM (CDP-KELM) is presented using a partial Cholesky factorization strategy, where the training data incurring the smallest reductions on the objective function after their removals are pruned from the current set of significant vectors. Finally, to verify the efficacy and feasibility of the proposed algorithms in this paper, experiments on both small and large benchmark data sets are investigated."
26736321,Age group classification and gender detection based on forced expiratory spirometry,"Cosgun S, Ozbek IY.",Annu Int Conf IEEE Eng Med Biol Soc,2015,10.1109/embc.2015.7318421,0,"This paper investigates the utility of forced expiratory spirometry (FES) test with efficient machine learning algorithms for the purpose of gender detection and age group classification. The proposed method has three main stages: feature extraction, training of the models and detection. In the first stage, some features are extracted from volume-time curve and expiratory flow-volume loop obtained from FES test. In the second stage, the probabilistic models for each gender and age group are constructed by training Gaussian mixture models (GMMs) and Support vector machine (SVM) algorithm. In the final stage, the gender (or age group) of test subject is estimated by using the trained GMM (or SVM) model. Experiments have been evaluated on a large database from 4571 subjects. The experimental results show that average correct classification rate performance of both GMM and SVM methods based on the FES test is more than 99.3 % and 96.8 % for gender and age group classification, respectively."
41553743,Density Estimation Based on Mixtures of Gaussians for Perovskite Solar Cells Modeling,"Sepúlveda FA, Cerro-Ramos D, Jacobsson TJ.",J Chem Inf Model,2026,10.1021/acs.jcim.5c02017,0,"Accurately modeling the complex relationships among synthesis parameters, material compositions, and performance metrics is essential for accelerating the development of perovskite solar cells (PSCs). In this context, machine learning (ML) has proven to be a valuable tool. While most ML applications in PSC research rely on discriminative ""black-box"" models, this study adopts a generative approach by modeling the joint probability density function. We employ Gaussian Mixture Models (GMMs), a pragmatic and interpretable choice well-suited for the scarce, low-dimensional tabular data typical of PSC research. This single GMM framework is evaluated on five distinct tasks: discovering clusters, regression, generating novel configurations, training on data sets with missing data and, inverse design of the experimental (synthesis) conditions. That is, assuming we have the perovskite material composition and a target PCE, we infer the experimental conditions. For this latter task we use a novel ""GMM-Assisted Optimization"" method, which demonstrates to be more effective than standard random-start optimization, achieving an RMSE of 1.52 against target PCEs, more than halving the 3.32 RMSE of the baseline. These findings highlight the power of probabilistic modeling for data-driven discovery in PSC research."
41435693,Are we ready to tackle perceptual segmentation of natural scenes?,"Coen-Cagli R, Mamassian P.",Vision Res,2026,10.1016/j.visres.2025.108749,0,"Processes of perceptual segmentation and integration (PSI) are fundamental to perceptual organization. Although PSI of visual stimuli has been studied for over a century, we have only a rudimentary understanding of PSI of natural visual stimuli. This is due to limitations of traditional experimental methods in visual psychophysics of PSI; to the exclusive focus of computer-vision research for image segmentation on performance benchmarks; and to the scarcity of meaningful interactions between those two communities. The recent literature discussed in this paper presents a compelling argument that the field is starting to overcome those barriers. One important example of such an interaction between visual psychophysics and machine learning is given by the literature on the crowding phenomenon, which calls for revised models of summary statistics to explain some uncrowding results. Other examples reviewed here include studies of the perceptual uncertainty and dynamics of segmentation of natural stimuli, which call for computational models with probabilistic representations and dynamic computations. Conversely, contemporary machine learning algorithms produce impressive segmentation maps that still need to be aligned with human maps as measured with objective tasks such as the same/different segment paradigm reviewed here. Therefore, the time is ripe to move vision science forward by bridging new computational and experimental paradigms for PSI of natural stimuli."
37988805,End-to-end machine-learning for high-gravity ammonia stripping: Bridging the gap between scientific research and user-friendly applications,"Guo S, Zhou J, Li Z, Zheng L, Wang X, Cheng S, Li K.",Water Res,2024,10.1016/j.watres.2023.120790,0,"The removal and recovery of ammonia from wastewater are critical processes for achieving global environmental sustainability and promoting circular economic development. High-gravity technology is an advanced solution to achieve ammonia stripping from wastewater. This study used machine-learning (ML) techniques to provide more comprehensive insights on various influencing factors, including the operating parameters, wastewater characteristics, and design parameters of rotating packed beds. Bayesian auto-optimization combined with a boosting algorithm effectively overcame the challenges of modeling complex datasets with small sample sizes, multidimensional data, missing values, and skewed distributions. Accurate ML based predictive models for the ammonia removal efficiency (η) and mass transfer coefficient (KLa) were developed, the performance on the training set was R2 = 0.98 and R2 = 0.89, and on the testing set was R2 = 0.98 and R2 = 0.82. The developed model revealed that the stripping stage and gas-liquid ratio were the most influential features for predicting η, whereas the liquid flow and high-gravity factor were the most important features for predicting KLa. The well-trained model was then deployed in an online software application that could provide both predictive and auto-update functions for operators and managers, ensuring that practitioners could use the model. The end-to-end machine-learning approach used in this study-that is, covering data collection, model development, and application-could improve the availability of research results, providing valuable references for the further advancement of technology in the field of environmental."
